Código;Posto;Mês/Ano;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Acumulado
265;Recife (Alto da Brasileira);set/2013;13.0;0.0;64.0;168.0;270.0;0.0;10.0;32.0;140.0;162.0;405.0;0.0;110.0;60.0;0.0;14.0;0.0;68.0;0.0;0.0;21.0;51.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;;115113
196;Recife (Codecipe / Santo Amaro);set/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);set/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);set/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);set/2013;30.0;108.0;44.0;270.0;2.0;4.0;70.0;44.0;142.0;302.0;18.0;62.0;143.0;20.0;14.0;50.0;0.0;24.0;0.0;0.0;0.0;22.0;33.0;0.0;0.0;0.0;0.0;8.0;0.0;50.0;;136579
480;Recife - PCD;set/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);out/2013;100.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;42.0;25.0;0.0;16.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;75.0;78.0;149.0;10.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);out/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);out/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);out/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);out/2013;46.0;4.0;35.0;0.0;5.0;0.0;0.0;0.0;113.0;0.0;4.0;139.0;2.0;32.0;106.0;104.0;36.0;0.0;2.0;0.0;20.0;0.0;0.0;262.0;30.0;8.0;315.0;10.0;0.0;12.0;0.0;136579
480;Recife - PCD;out/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);nov/2013;0.0;370.0;41.0;66.0;0.0;0.0;2.0;5.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);nov/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);nov/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);nov/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);nov/2013;0.0;275.0;16.0;106.0;0.0;0.0;12.0;0.0;0.0;10.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;26.0;0.0;0.0;280.0;4.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;20.0;;136579
480;Recife - PCD;nov/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);dez/2013;0.0;197.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;695.0;630.0;0.0;26.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);dez/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);dez/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);dez/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);dez/2013;40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1131.0;422.0;0.0;44.0;36.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;136579
480;Recife - PCD;dez/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jan/2014;0.0;176.0;0.0;0.0;0.0;331.0;0.0;0.0;0.0;538.0;0.0;130.0;45.0;0.0;40.0;42.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;0.0;110.0;42.0;7.0;85.0;15.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);jan/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jan/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jan/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jan/2014;0.0;0.0;0.0;0.0;0.0;139.0;0.0;0.0;10.0;316.0;0.0;183.0;51.0;0.0;68.0;0.0;0.0;72.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;56.0;0.0;6.0;62.0;0.0;136579
480;Recife - PCD;jan/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);fev/2014;0.0;0.0;41.0;97.0;0.0;95.0;36.0;137.0;87.0;175.0;87.0;35.0;0.0;12.0;76.0;0.0;0.0;111.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;0.0;;;;115113
196;Recife (Codecipe / Santo Amaro);fev/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);fev/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);fev/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);fev/2014;0.0;60.0;116.0;8.0;0.0;90.0;350.0;130.0;243.0;124.0;4.0;2.0;30.0;166.0;0.0;0.0;0.0;0.0;0.0;125.0;4.0;51.0;6.0;0.0;0.0;0.0;0.0;0.0;;;;136579
480;Recife - PCD;fev/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mar/2014;159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;80.0;146.0;52.0;0.0;3.0;0.0;221.0;18.0;114.0;340.0;0.0;0.0;28.0;36.0;0.0;5.0;0.0;0.0;0.0;8.0;16.0;115113
196;Recife (Codecipe / Santo Amaro);mar/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mar/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mar/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mar/2014;330.0;0.0;0.0;0.0;4.0;432.0;0.0;0.0;30.0;12.0;50.0;57.0;492.0;67.0;10.0;0.0;370.0;6.0;90.0;430.0;4.0;4.0;22.0;0.0;0.0;34.0;0.0;52.0;10.0;10.0;0.0;136579
480;Recife - PCD;mar/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);abr/2014;0.0;8.0;0.0;26.0;0.0;119.0;315.0;0.0;7.0;4.0;29.0;12.0;147.0;0.0;31.0;7.0;61.0;0.0;0.0;0.0;0.0;192.0;135.0;0.0;0.0;0.0;0.0;0.0;145.0;863.0;;115113
196;Recife (Codecipe / Santo Amaro);abr/2014;;;;;;;842.0;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);abr/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);abr/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);abr/2014;25.0;50.0;2.0;130.0;158.0;80.0;713.0;0.0;0.0;74.0;80.0;32.0;54.0;140.0;32.0;0.0;14.0;4.0;0.0;0.0;0.0;1000.0;14.0;0.0;0.0;0.0;0.0;0.0;314.0;478.0;;136579
480;Recife - PCD;abr/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mai/2014;162.0;54.0;420.0;4.0;96.0;68.0;250.0;21.0;0.0;6.0;0.0;0.0;65.0;244.0;65.0;46.0;21.0;0.0;26.0;0.0;40.0;127.0;0.0;76.0;0.0;0.0;0.0;180.0;850.0;3.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);mai/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mai/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mai/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mai/2014;241.0;188.0;353.0;7.0;120.0;137.0;279.0;144.0;71.0;0.0;0.0;6.0;144.0;360.0;74.0;10.0;38.0;12.0;40.0;10.0;100.0;84.0;75.0;0.0;0.0;0.0;18.0;220.0;394.0;0.0;0.0;136579
480;Recife - PCD;mai/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jun/2014;98.0;5.0;6.0;0.0;0.0;202.0;22.0;20.0;0.0;80.0;0.0;112.0;30.0;197.0;280.0;0.0;0.0;36.0;120.0;0.0;0.0;0.0;23.0;447.0;85.0;197.0;889.0;6.0;241.0;6.0;;115113
196;Recife (Codecipe / Santo Amaro);jun/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jun/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jun/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jun/2014;10.0;0.0;0.0;0.0;0.0;337.0;66.0;26.0;0.0;28.0;2.0;54.0;126.0;111.0;302.0;15.0;0.0;0.0;40.0;0.0;2.0;29.0;22.0;308.0;183.0;850.0;358.0;18.0;290.0;22.0;;136579
480;Recife - PCD;jun/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jul/2014;0.0;12.0;80.0;0.0;0.0;4.0;35.0;76.0;0.0;16.0;0.0;0.0;720.0;200.0;0.0;0.0;0.0;68.0;92.0;0.0;0.0;14.0;10.0;263.0;0.0;20.0;0.0;148.0;41.0;50.0;3.0;115113
196;Recife (Codecipe / Santo Amaro);jul/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jul/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jul/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jul/2014;0.0;12.0;114.0;0.0;4.0;90.0;5.0;87.0;54.0;12.0;30.0;0.0;1064.0;110.0;3.0;92.0;6.0;124.0;164.0;2.0;0.0;16.0;30.0;260.0;90.0;105.0;0.0;239.0;50.0;11.0;10.0;136579
480;Recife - PCD;jul/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);ago/2014;57.0;0.0;6.0;20.0;0.0;0.0;10.0;4.0;106.0;150.0;205.0;59.0;0.0;0.0;0.0;44.0;56.0;160.0;12.0;45.0;196.0;100.0;0.0;8.0;0.0;45.0;12.0;200.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);ago/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);ago/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);ago/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);ago/2014;47.0;0.0;12.0;26.0;0.0;0.0;18.0;90.0;72.0;356.0;106.0;39.0;106.0;2.0;2.0;40.0;45.0;54.0;68.0;10.0;124.0;72.0;2.0;52.0;0.0;6.0;72.0;202.0;0.0;0.0;0.0;136579
480;Recife - PCD;ago/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);set/2014;100.0;0.0;0.0;0.0;0.0;134.0;215.0;186.0;1150.0;196.0;55.0;148.0;800.0;296.0;10.0;38.0;0.0;0.0;0.0;0.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);set/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);set/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);set/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);set/2014;126.0;48.0;0.0;0.0;0.0;158.0;268.0;716.0;376.0;112.0;100.0;200.0;194.0;74.0;6.0;54.0;4.0;0.0;28.0;16.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;2.0;0.0;;136579
480;Recife - PCD;set/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);out/2014;30.0;0.0;85.0;12.0;0.0;166.0;468.0;40.0;10.0;76.0;231.0;80.0;0.0;0.0;0.0;0.0;35.0;15.0;35.0;0.0;0.0;10.0;0.0;30.0;40.0;4.0;45.0;0.0;0.0;8.0;35.0;115113
196;Recife (Codecipe / Santo Amaro);out/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);out/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);out/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);out/2014;10.0;0.0;12.0;14.0;0.0;442.0;213.0;76.0;0.0;208.0;26.0;86.0;34.0;0.0;0.0;0.0;26.0;43.0;4.0;0.0;8.0;7.0;78.0;58.0;8.0;0.0;22.0;0.0;50.0;10.0;30.0;136579
480;Recife - PCD;out/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);nov/2014;0.0;30.0;24.0;430.0;0.0;0.0;18.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;16.0;0.0;0.0;;115113
196;Recife (Codecipe / Santo Amaro);nov/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);nov/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);nov/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);nov/2014;37.0;6.0;2.0;186.0;0.0;0.0;28.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;68.0;0.0;0.0;0.0;80.0;33.0;34.0;4.0;;136579
480;Recife - PCD;nov/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);dez/2014;0.0;65.0;85.0;50.0;0.0;0.0;0.0;0.0;0.0;210.0;0.0;35.0;0.0;0.0;112.0;0.0;64.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);dez/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);dez/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);dez/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);dez/2014;2.0;85.0;112.0;22.0;0.0;0.0;0.0;0.0;36.0;106.0;20.0;71.0;20.0;0.0;112.0;8.0;20.0;4.0;24.0;17.0;0.0;0.0;16.0;0.0;2.0;0.0;0.0;36.0;0.0;0.0;0.0;136579
480;Recife - PCD;dez/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);jan/2015;0.0;316.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115113
196;Recife (Codecipe / Santo Amaro);jan/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);jan/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);jan/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);jan/2015;26.0;177.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;20.0;13.0;66.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;216.0;8.0;0.0;0.0;0.0;70.0;16.0;2.0;136579
480;Recife - PCD;jan/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);fev/2015;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;3.0;10.0;3.0;0.0;0.0;0.0;0.0;0.0;76.0;106.0;12.0;8.0;0.0;25.0;129.0;0.0;130.0;0.0;0.0;0.0;;;;115113
196;Recife (Codecipe / Santo Amaro);fev/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);fev/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);fev/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);fev/2015;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;50.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;222.0;16.0;0.0;0.0;84.0;20.0;6.0;90.0;0.0;0.0;0.0;;;;136579
480;Recife - PCD;fev/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
265;Recife (Alto da Brasileira);mar/2015;0.0;0.0;0.0;0.0;0.0;350.0;22.0;120.0;757.0;0.0;0.0;0.0;0.0;0.0;8.0;14.0;0.0;0.0;0.0;480.0;120.0;110.0;35.0;300.0;65.0;0.0;0.0;0.0;0.0;300.0;65.0;115113
196;Recife (Codecipe / Santo Amaro);mar/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31096
344;Recife (Lamepe/Itep);mar/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16116
378;Recife (Santo Amaro);mar/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19988
30;Recife (Várzea);mar/2015;0.0;50.0;12.0;16.0;79.0;653.0;0.0;90.0;763.0;20.0;18.0;0.0;0.0;0.0;0.0;30.0;12.0;0.0;0.0;796.0;26.0;183.0;0.0;226.0;30.0;0.0;0.0;0.0;0.0;414.0;0.0;136579
480;Recife - PCD;mar/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14188
